baseline_seg,interf_seg,svid,sys,track_gap_sec,rc_gap_sec,track_lost,rc_lost,both_lost
无干扰 #1,409MHz 干扰,GLO46,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,QZS195,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,QZS199,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS22,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS4,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GPS12,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GAL15,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS7,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS9,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GPS31,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS20,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GLO42,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GAL5,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GLO41,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GAL30,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS39,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,GPS25,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #1,409MHz 干扰,BDS16,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS1,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS3,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO52,GLO,10.0,10.0,True,True,True
无干扰 #2,392MHz 干扰,GPS10,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS12,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS28,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS2,BDS,1.0,1.0,False,False,False
无干扰 #2,392MHz 干扰,GAL25,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS10,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS19,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,QZS194,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL2,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS13,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL32,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL8,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS6,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS36,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL3,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS32,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO43,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO53,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS23,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO46,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,QZS195,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,QZS199,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS22,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS4,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS12,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL15,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS7,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS9,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS31,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS20,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO42,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL5,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GLO41,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GAL30,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS39,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,GPS25,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #2,392MHz 干扰,BDS16,BDS,10.0,10.0,True,True,True
无干扰 #3,4G/5G 干扰,BDS1,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS3,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,QZS195,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS10,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS12,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,QZS199,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS22,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS28,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS2,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL25,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS4,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS10,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS12,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL15,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS7,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS9,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS19,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,QZS194,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL2,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS13,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS31,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL8,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL32,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS6,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS20,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS36,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL3,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS32,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GLO42,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL5,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GLO43,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GLO53,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GLO41,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS23,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GAL30,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,BDS39,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GPS25,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #3,4G/5G 干扰,GLO46,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS1,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS3,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO52,GLO,5.2000000000116415,5.2000000000116415,True,True,True
无干扰 #4,Wi-Fi 干扰,GPS10,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS12,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS28,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS2,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL25,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS10,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS19,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,QZS194,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL2,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS13,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL32,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL8,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS6,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS36,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL3,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS32,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO43,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO53,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS23,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO46,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,QZS195,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,QZS199,QZS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS22,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS4,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS12,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL15,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS7,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS9,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS31,GPS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS20,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO42,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL5,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GLO41,GLO,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GAL30,GAL,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,BDS39,BDS,0.20000000001164153,0.20000000001164153,False,False,False
无干扰 #4,Wi-Fi 干扰,GPS25,GPS,0.20000000001164153,0.20000000001164153,False,False,False
